time,graphics,dynamic
1729549885.2305984,44,999
1729549885.3446229,44,999
1729549885.4576101,44,999
1729549885.5676336,44,999
1729549885.6796532,44,999
1729549885.8066304,46,1000
1729549885.9216738,46,1000
1729549886.0286777,46,1000
1729549886.1016433,46,1000
1729549886.2136514,46,1000
1729549886.3186727,46,1000
1729549886.4347048,46,1000
1729549886.5546885,46,1000
1729549886.6967373,49,1000
1729549886.774717,49,1000
1729549886.8817246,49,1000
1729549886.9997363,49,1000
1729549887.077768,49,1000
1729549887.1808121,49,1000
1729549887.3050153,49,1000
1729549887.47304,49,1000
1729549887.6300595,49,1000
1729549887.787045,48,997
1729549887.8940704,48,997
1729549888.0160685,48,997
1729549888.1350596,48,997
1729549888.2440863,48,997
1729549888.3500926,48,997
1729549888.463113,48,997
1729549888.5760932,48,997
1729549888.6821237,48,997
1729549888.7861276,47,1000
1729549888.8971062,47,1000
1729549889.0201244,47,1000
1729549889.1341624,47,1000
1729549889.2411723,47,1000
1729549889.3471708,47,1000
1729549889.472199,47,1000
1729549889.5981796,47,1000
1729549889.7151868,45,1000
1729549889.831198,45,1000
1729549889.9612157,45,1000
1729549890.0852032,45,1000
1729549890.1972525,45,1000
1729549890.3122396,45,1000
1729549890.429283,45,1000
1729549890.5352805,45,1000
1729549890.6212513,45,1000
1729549890.725268,45,1000
1729549890.840277,45,1000
1729549890.9532826,45,1000
1729549891.065304,45,1000
1729549891.153333,45,1000
1729549891.2673655,45,1000
1729549891.3804066,45,1000
1729549891.5014298,45,1000
1729549891.6144326,45,1000
1729549891.7574713,47,1000
1729549891.9264765,47,1000
1729549892.096482,47,1000
1729549892.276486,47,1000
1729549892.4275281,47,1000
1729549892.5345287,47,1000
1729549892.6095383,47,1000
1729549892.7255383,47,1000
1729549892.832543,47,1000
1729549892.9345613,47,1000
1729549893.038565,47,1000
1729549893.1155972,47,1000
1729549893.225596,47,1000
1729549893.3266442,47,1000
1729549893.4316356,47,1000
1729549893.536644,47,1000
1729549893.6146264,47,1000
1729549893.7226577,49,999
1729549893.8266811,49,999
1729549893.933696,49,999
1729549894.0576632,49,999
1729549894.1696901,49,999
1729549894.2876887,49,999
1729549894.402717,49,999
1729549894.5217562,49,999
1729549894.6377575,49,999
1729549894.793755,47,1000
1729549894.9897802,47,1000
1729549895.138774,47,1000
1729549895.2598073,47,1000
1729549895.3828273,47,1000
1729549895.5128455,47,1000
1729549895.6328378,47,1000
1729549895.7508478,47,1000
1729549895.892866,47,1000
1729549896.0368485,47,1000
1729549896.180887,47,1000
1729549896.3038807,47,1000
1729549896.4259224,47,1000
1729549896.5488913,47,1000
1729549896.6719239,47,1000
1729549896.7789419,45,1000
1729549896.8809137,45,1000
1729549897.0289192,45,1000
1729549897.150937,45,1000
1729549897.2599373,45,1000
1729549897.3699467,45,1000
1729549897.477952,45,1000
1729549897.5819657,45,1000
1729549897.6879702,46,1000
1729549897.8319821,46,1000
1729549897.98099,46,1000
1729549898.1000016,46,1000
1729549898.2340102,46,1000
1729549898.3610182,46,1000
1729549898.482027,46,1000
1729549898.6070416,46,1000
1729549898.7430494,44,1000
1729549898.8370867,44,1000
1729549898.958087,44,1000
1729549899.0920856,44,1000
1729549899.2152455,44,1000
1729549899.307238,44,1000
1729549899.434272,44,1000
1729549899.5583005,44,1000
1729549899.6823056,44,1000
1729549899.804308,49,1000
1729549899.9263403,49,1000
1729549900.05939,49,1000
1729549900.203428,49,1000
1729549900.3226728,49,1000
1729549900.472747,49,1000
1729549900.5949106,49,1000
1729549900.7300348,45,999
1729549900.8711638,45,999
1729549901.0342793,45,999
1729549901.174302,45,999
1729549901.3034613,45,999
1729549901.4295542,45,999
1729549901.5808206,45,999
1729549901.7468858,50,999
1729549901.8929574,50,999
1729549902.0339868,50,999
1729549902.1674175,50,999
1729549902.289492,50,999
1729549902.410539,50,999
1729549902.5306268,50,999
1729549902.6498692,50,999
1729549902.7348754,48,999
1729549902.8598843,48,999
1729549902.9758925,48,999
1729549903.0979066,48,999
1729549903.219917,48,999
1729549903.345927,48,999
1729549903.4789333,48,999
1729549903.6129465,48,999
1729549903.7549555,43,1000
1729549903.8819618,43,1000
1729549903.972975,43,1000
1729549904.091982,43,1000
1729549904.2259977,43,1000
1729549904.349,43,1000
1729549904.510049,43,1000
1729549904.6460726,43,1000
1729549904.784071,46,1000
1729549904.9290438,46,1000
1729549905.0731003,46,1000
1729549905.19711,46,1000
1729549905.321078,46,1000
1729549905.4530861,46,1000
1729549905.571098,46,1000
1729549905.7141085,46,1000
1729549905.8371248,46,1000
1729549905.9661407,46,1000
1729549906.1171486,46,1000
1729549906.2651649,46,1000
1729549906.3961716,46,1000
1729549906.5331793,46,1000
1729549906.6531982,46,1000
1729549906.7862046,48,1000
1729549906.9062169,48,1000
1729549907.02522,48,1000
1729549907.1502337,48,1000
1729549907.2412722,48,1000
1729549907.3602872,48,1000
1729549907.479302,48,1000
1729549907.6022997,48,1000
1729549907.736334,47,1000
1729549907.8573291,47,1000
1729549907.960385,47,1000
1729549908.0624473,47,1000
1729549908.1948974,47,1000
1729549908.3419077,47,1000
1729549908.4549298,47,1000
1729549908.5329385,47,1000
1729549908.6519337,47,1000
1729549908.7689233,48,999
1729549908.8869472,48,999
1729549908.9869616,48,999
1729549909.1140385,48,999
1729549909.2821305,48,999
1729549909.4602544,48,999
1729549909.5882683,48,999
1729549909.696277,50,1000
1729549909.8073297,50,1000
1729549909.8904316,50,1000
1729549910.0274491,50,1000
1729549910.161463,50,1000
1729549910.2834985,50,1000
1729549910.3685136,50,1000
1729549910.5095603,50,1000
1729549910.6146984,50,1000
1729549910.692844,45,999
1729549910.7678325,45,999
1729549910.8728411,45,999
1729549910.977938,45,999
1729549911.081998,45,999
1729549911.1829998,45,999
1729549911.2860103,45,999
1729549911.3880298,45,999
1729549911.4670053,45,999
1729549911.5811174,45,999
1729549911.6883113,45,1000
1729549911.7703173,45,1000
1729549911.887592,45,1000
1729549911.9675672,45,1000
1729549912.0746217,45,1000
1729549912.1827123,45,1000
1729549912.2929673,45,1000
1729549912.3769457,45,1000
1729549912.4920335,45,1000
1729549912.598082,45,1000
1729549912.704101,48,999
1729549912.8021042,48,999
1729549912.9071133,48,999
1729549913.0131223,48,999
1729549913.1321287,48,999
1729549913.2401388,48,999
1729549913.34515,48,999
1729549913.4521582,48,999
1729549913.5322003,48,999
1729549913.6471922,48,999
1729549913.7522013,46,1000
1729549913.8562295,46,1000
1729549913.9371965,46,1000
1729549914.040205,46,1000
1729549914.143248,46,1000
1729549914.2482316,46,1000
1729549914.3592577,46,1000
1729549914.442242,46,1000
1729549914.5632548,46,1000
1729549914.6712806,46,1000
1729549914.7942946,47,1000
1729549914.8832686,47,1000
1729549914.9962718,47,1000
1729549915.1062849,47,1000
1729549915.2283034,47,1000
1729549915.3383086,47,1000
1729549915.448318,47,1000
1729549915.561321,47,1000
1729549915.6803281,47,1000
1729549915.7973363,44,1000
1729549915.908348,44,1000
1729549916.0163646,44,1000
1729549916.1294646,44,1000
1729549916.211447,44,1000
1729549916.3184545,44,1000
1729549916.4255044,44,1000
1729549916.5355184,44,1000
1729549916.6418645,44,1000
1729549916.7508798,49,999
1729549916.874909,49,999
1729549916.990898,49,999
1729549917.1219132,49,999
1729549917.2319148,49,999
1729549917.310883,49,999
1729549917.4148924,49,999
1729549917.535905,49,999
1729549917.6479123,49,999
1729549917.759916,44,1000
1729549917.8459618,44,1000
1729549917.9679425,44,1000
1729549918.088969,44,1000
1729549918.198971,44,1000
1729549918.2799623,44,1000
1729549918.3909676,44,1000
1729549918.477011,44,1000
1729549918.6269968,44,1000
1729549918.7370262,43,1000
1729549918.852001,43,1000
1729549918.97802,43,1000
1729549919.0870502,43,1000
1729549919.1960568,43,1000
1729549919.2800415,43,1000
1729549919.3890822,43,1000
1729549919.4930499,43,1000
1729549919.572096,43,1000
1729549919.6890984,44,1000
1729549919.803109,44,1000
1729549919.9161165,44,1000
1729549920.0311203,44,1000
1729549920.125328,44,1000
1729549920.2396102,44,1000
1729549920.347899,44,1000
1729549920.453896,44,1000
1729549920.572909,44,1000
1729549920.6929536,45,999
1729549920.7999604,45,999
1729549920.882954,45,999
1729549921.0099506,45,999
1729549921.1229846,45,999
1729549921.2479892,45,999
1729549921.3589964,45,999
1729549921.467975,45,999
1729549921.5559936,45,999
1729549921.6630244,45,999
1729549921.741997,48,1000
1729549921.8490016,48,1000
1729549921.9610143,48,1000
1729549922.0410583,48,1000
1729549922.1510634,48,1000
1729549922.2700531,48,1000
1729549922.3830807,48,1000
1729549922.4890943,48,1000
1729549922.5960944,48,1000
1729549922.7011108,46,1000
1729549922.7880914,46,1000
1729549922.8940942,46,1000
1729549922.9761364,46,1000
1729549923.0791495,46,1000
1729549923.1901336,46,1000
1729549923.3021407,46,1000
1729549923.39916,46,1000
1729549923.5451953,46,1000
1729549923.6671922,46,1000
1729549923.7871802,44,1000
1729549923.9112167,44,1000
1729549924.0212188,44,1000
1729549924.145227,44,1000
1729549924.2592266,44,1000
1729549924.3702323,44,1000
1729549924.459245,44,1000
1729549924.5622487,44,1000
1729549924.6612768,44,1000
1729549924.7652571,48,1000
1729549924.8733053,48,1000
1729549924.9812808,48,1000
1729549925.1343174,48,1000
1729549925.3243358,48,1000
1729549925.4333358,48,1000
1729549925.5453541,48,1000
1729549925.6523402,48,1000
1729549925.7743745,47,1000
1729549925.891379,47,1000
1729549925.9943998,47,1000
1729549926.1134686,47,1000
1729549926.2194922,47,1000
1729549926.325496,47,1000
1729549926.4345214,47,1000
1729549926.5425093,47,1000
1729549926.6565216,47,1000
1729549926.7795184,45,1000
1729549926.8925376,45,1000
1729549927.0065732,45,1000
1729549927.0855386,45,1000
1729549927.2130644,45,1000
1729549927.3611002,45,1000
1729549927.4881368,45,1000
1729549927.6091359,45,1000
1729549927.7211635,48,999
1729549927.827154,48,999
1729549927.938183,48,999
1729549928.0611923,48,999
1729549928.1792018,48,999
1729549928.2912138,48,999
1729549928.4092033,48,999
1729549928.5342126,48,999
1729549928.647242,48,999
1729549928.7602682,46,1000
1729549928.8702674,46,1000
1729549928.977285,46,1000
1729549929.0843,46,1000
1729549929.2072759,46,1000
1729549929.3133016,46,1000
1729549929.4423118,46,1000
1729549929.5673125,46,1000
1729549929.677355,46,1000
1729549929.8033292,48,1000
1729549929.9373348,48,1000
1729549930.0473478,48,1000
1729549930.153357,48,1000
1729549930.2693653,48,1000
1729549930.3573802,48,1000
1729549930.468416,48,1000
1729549930.5864313,48,1000
1729549930.7074916,48,1000
1729549930.8165135,48,1000
1729549930.9225368,48,1000
1729549931.029542,48,1000
1729549931.1365418,48,1000
1729549931.2435596,48,1000
1729549931.3305213,48,1000
1729549931.4465313,48,1000
1729549931.5645428,48,1000
1729549931.6905532,46,999
1729549931.8195639,46,999
1729549931.9445727,46,999
1729549932.0356252,46,999
1729549932.155647,46,999
1729549932.2986257,46,999
1729549932.4346423,46,999
1729549932.5416539,46,999
1729549932.6326458,46,999
1729549932.7416573,45,1000
1729549932.848645,45,1000
1729549932.9246418,45,1000
1729549933.0356555,45,1000
1729549933.1476579,45,1000
1729549933.2626722,45,1000
1729549933.3736744,45,1000
1729549933.465701,45,1000
1729549933.5797176,45,1000
1729549933.7206984,49,1000
1729549933.8347082,49,1000
1729549933.9537141,49,1000
1729549934.061724,49,1000
1729549934.1727319,49,1000
1729549934.2797852,49,1000
1729549934.3557582,49,1000
1729549934.4787548,49,1000
1729549934.5677707,49,1000
1729549934.6791785,49,1000
1729549934.7591395,48,1000
1729549934.877146,48,1000
1729549934.9681964,48,1000
1729549935.085195,48,1000
1729549935.2001832,48,1000
1729549935.322214,48,1000
1729549935.433221,48,1000
1729549935.5421999,48,1000
1729549935.6612406,48,1000
1729549935.7742474,44,1000
1729549935.8822403,44,1000
1729549935.9582324,44,1000
1729549936.088245,44,1000
1729549936.2262537,44,1000
1729549936.3322575,44,1000
1729549936.446263,44,1000
1729549936.5313115,44,1000
1729549936.6363196,44,1000
1729549936.7833397,42,1000
1729549936.9003332,42,1000
1729549937.0193539,42,1000
1729549937.106374,42,1000
1729549937.2203856,42,1000
1729549937.332396,42,1000
1729549937.4613986,42,1000
1729549937.571407,42,1000
1729549937.6914065,47,1000
1729549937.79645,47,1000
1729549937.9034793,47,1000
1729549938.0045087,47,1000
1729549938.106542,47,1000
1729549938.2125535,47,1000
1729549938.3205428,47,1000
1729549938.4015355,47,1000
1729549938.5105464,47,1000
1729549938.5995476,47,1000
1729549938.7235594,46,999
1729549938.8355722,46,999
1729549938.945574,46,999
1729549939.0296032,46,999
1729549939.1526096,46,999
1729549939.2766068,46,999
1729549939.3886447,46,999
1729549939.5096312,46,999
1729549939.6386406,46,999
1729549939.7526705,47,1000
1729549939.8356702,47,1000
1729549939.964669,47,1000
1729549940.0827043,47,1000
1729549940.1937017,47,1000
1729549940.3057032,47,1000
1729549940.4186943,47,1000
1729549940.541707,47,1000
1729549940.6477456,47,1000
1729549940.7557194,48,1000
1729549940.8357494,48,1000
1729549940.9407654,48,1000
1729549941.0627544,48,1000
1729549941.1728175,48,1000
1729549941.2777715,48,1000
1729549941.3937914,48,1000
1729549941.5038078,48,1000
1729549941.6108515,48,1000
1729549941.7208266,47,1000
1729549941.7978618,47,1000
1729549941.914859,47,1000
1729549942.023894,47,1000
1729549942.101859,47,1000
1729549942.2128658,47,1000
1729549942.30387,47,1000
1729549942.4098907,47,1000
1729549942.514891,47,1000
1729549942.5989702,47,1000
1729549942.7149818,46,1000
1729549942.8213506,46,1000
1729549942.9002864,46,1000
1729549943.0082967,46,1000
1729549943.117341,46,1000
1729549943.2273529,46,1000
1729549943.3373578,46,1000
1729549943.4473717,46,1000
1729549943.5533714,46,1000
1729549943.632372,46,1000
1729549943.7383883,49,1000
1729549943.8603983,49,1000
1729549943.9654293,49,1000
1729549944.0794675,49,1000
1729549944.1984842,49,1000
1729549944.3055038,49,1000
1729549944.4085305,49,1000
1729549944.5085394,49,1000
1729549944.6135511,49,1000
1729549944.7145295,45,999
1729549944.8686228,45,999
1729549945.0176847,45,999
1729549945.1236634,45,999
1729549945.2437308,45,999
1729549945.3507288,45,999
1729549945.4647393,45,999
1729549945.6057436,45,999
1729549945.7127388,45,1000
1729549945.857756,45,1000
1729549945.9917903,45,1000
1729549946.0677667,45,1000
1729549946.173777,45,1000
1729549946.2787836,45,1000
1729549946.392803,45,1000
1729549946.4718149,45,1000
1729549946.5748284,45,1000
1729549946.658824,45,1000
1729549946.7658322,49,1000
1729549946.8748393,49,1000
1729549946.9888542,49,1000
1729549947.0799012,49,1000
1729549947.189901,49,1000
1729549947.2669108,49,1000
1729549947.3809135,49,1000
1729549947.4891133,49,1000
1729549947.5981317,49,1000
1729549947.70512,44,1000
1729549947.8051348,44,1000
1729549947.9111414,44,1000
1729549948.0161593,44,1000
1729549948.129169,44,1000
1729549948.271147,44,1000
1729549948.3981586,44,1000
1729549948.5081758,44,1000
1729549948.6151805,44,1000
1729549948.7282329,48,1000
1729549948.8091962,48,1000
1729549948.918213,48,1000
1729549949.0262575,48,1000
1729549949.148248,48,1000
1729549949.2622662,48,1000
1729549949.3692853,48,1000
1729549949.4872916,48,1000
1729549949.5983148,48,1000
1729549949.704317,53,1000
1729549949.827304,53,1000
1729549949.9383438,53,1000
1729549950.047355,53,1000
1729549950.1553557,53,1000
1729549950.243343,53,1000
1729549950.355359,53,1000
1729549950.4713924,53,1000
1729549950.592395,53,1000
1729549950.7043972,48,1000
1729549950.812423,48,1000
1729549950.9154398,48,1000
1729549951.0184734,48,1000
1729549951.1255293,48,1000
1729549951.20255,48,1000
1729549951.3105528,48,1000
1729549951.4415424,48,1000
1729549951.5645697,48,1000
1729549951.67659,48,1000
1729549951.7935655,44,999
1729549951.9126053,44,999
1729549952.017626,44,999
1729549952.129597,44,999
1729549952.246633,44,999
1729549952.3606613,44,999
1729549952.4686644,44,999
1729549952.5718553,44,999
1729549952.6768491,44,999
1729549952.7798626,44,1000
1729549952.882875,44,1000
1729549952.9908807,44,1000
1729549953.1148825,44,1000
1729549953.2378776,44,1000
1729549953.3499053,44,1000
1729549953.4748993,44,1000
1729549953.5909173,44,1000
1729549953.7139378,45,1000
1729549953.8289452,45,1000
1729549953.9399774,45,1000
1729549954.0529742,45,1000
1729549954.1689942,45,1000
1729549954.2509952,45,1000
1729549954.3670063,45,1000
1729549954.4499907,45,1000
1729549954.5760071,45,1000
1729549954.6900148,46,1000
1729549954.8050232,46,1000
1729549954.9240363,46,1000
1729549955.0360532,46,1000
1729549955.1530638,46,1000
1729549955.26807,46,1000
1729549955.3581166,46,1000
1729549955.4751084,46,1000
1729549955.6751304,46,1000
1729549955.844155,46,1000
1729549955.9581704,46,1000
1729549956.075167,46,1000
1729549956.1861985,46,1000
1729549956.2951884,46,1000
1729549956.4062052,46,1000
1729549956.4891853,46,1000
1729549956.6042068,46,1000
1729549956.6962001,47,1000
1729549956.8102148,47,1000
1729549956.9272246,47,1000
1729549957.0142334,47,1000
1729549957.1312401,47,1000
1729549957.220255,47,1000
1729549957.3352823,47,1000
1729549957.4213052,47,1000
1729549957.5382864,47,1000
1729549957.635279,47,1000
1729549957.724339,42,1000
1729549957.8513012,42,1000
1729549957.9773426,42,1000
1729549958.0913408,42,1000
1729549958.2043576,42,1000
1729549958.2953305,42,1000
1729549958.4223468,42,1000
1729549958.5493548,42,1000
1729549958.6753643,42,1000
1729549958.7933733,43,1000
1729549958.9323869,43,1000
1729549959.0993955,43,1000
1729549959.209424,43,1000
1729549959.3264916,43,1000
1729549959.4465091,43,1000
1729549959.5605412,43,1000
1729549959.6785522,43,1000
1729549959.7995543,39,999
1729549959.9235604,39,999
1729549960.0415812,39,999
1729549960.1245701,39,999
1729549960.2425747,39,999
1729549960.3585842,39,999
1729549960.4715917,39,999
1729549960.5596356,39,999
1729549960.680639,39,999
1729549960.8086653,43,1000
1729549960.9286602,43,1000
1729549961.044658,43,1000
1729549961.129656,43,1000
1729549961.276677,43,1000
1729549961.3977022,43,1000
1729549961.5116916,43,1000
1729549961.638711,43,1000
1729549961.730721,45,1000
1729549961.8507688,45,1000
1729549961.9789903,45,1000
1729549962.0969925,45,1000
1729549962.2160075,45,1000
1729549962.3330102,45,1000
1729549962.4590209,45,1000
1729549962.574093,45,1000
1729549962.6621892,45,1000
1729549962.7932308,45,1000
1729549962.9092603,45,1000
1729549963.0012448,45,1000
1729549963.1203146,45,1000
1729549963.2403219,45,1000
1729549963.332364,45,1000
1729549963.4433384,45,1000
1729549963.561358,45,1000
1729549963.6753614,45,1000
1729549963.8003778,43,1000
1729549963.938386,43,1000
1729549964.0794017,43,1000
1729549964.19841,43,1000
1729549964.3314216,43,1000
1729549964.461471,43,1000
1729549964.5885365,43,1000
1729549964.7035587,47,999
1729549964.7955883,47,999
1729549964.9166183,47,999
1729549965.0366282,47,999
1729549965.1596293,47,999
1729549965.276652,47,999
1729549965.3746862,47,999
1729549965.5086367,47,999
1729549965.6276507,47,999
1729549965.7436707,43,1000
1729549965.8396835,43,1000
1729549965.9826918,43,1000
1729549966.1467092,43,1000
1729549966.2867057,43,1000
1729549966.3917308,43,1000
1729549966.4997475,43,1000
1729549966.6237235,43,1000
1729549966.733225,46,1000
1729549966.846249,46,1000
1729549966.9242337,46,1000
1729549967.029252,46,1000
1729549967.1372309,46,1000
1729549967.2622488,46,1000
1729549967.381261,46,1000
1729549967.491289,46,1000
1729549967.6102767,46,1000
1729549967.7302945,46,1000
1729549967.852633,46,1000
1729549967.9616718,46,1000
1729549968.0746963,46,1000
1729549968.189667,46,1000
1729549968.3106742,46,1000
1729549968.4277,46,1000
1729549968.538713,46,1000
1729549968.6537097,46,1000
1729549968.767723,44,999
1729549968.8777347,44,999
1729549969.0017169,44,999
1729549969.1207428,44,999
1729549969.2267606,44,999
1729549969.3347566,44,999
1729549969.5227737,44,999
1729549969.6317904,44,999
1729549969.739813,43,1000
1729549969.8578243,43,1000
1729549969.9708118,43,1000
1729549970.083846,43,1000
1729549970.1908298,43,1000
1729549970.3748634,43,1000
1729549970.5688431,43,1000
1729549970.74686,48,1000
1729549970.8638966,48,1000
1729549970.9748979,48,1000
1729549971.0839074,48,1000
1729549971.165881,48,1000
1729549971.2848957,48,1000
1729549971.4508996,48,1000
1729549971.6099226,48,1000
1729549971.7219274,46,1000
1729549971.8429391,46,1000
1729549971.9349759,46,1000
1729549972.06501,46,1000
1729549972.1660118,46,1000
1729549972.275014,46,1000
1729549972.3920355,46,1000
1729549972.5200348,46,1000
1729549972.6210463,46,1000
1729549972.7320628,49,1000
1729549972.8440847,49,1000
1729549972.9550927,49,1000
1729549973.0610802,49,1000
1729549973.17408,49,1000
1729549973.2881072,49,1000
1729549973.372101,49,1000
1729549973.482104,49,1000
1729549973.6021464,49,1000
1729549973.7331285,48,1000
1729549973.9011567,48,1000
1729549974.0141723,48,1000
1729549974.1242013,48,1000
1729549974.2341948,48,1000
1729549974.3531947,48,1000
1729549974.4632263,48,1000
1729549974.5722356,48,1000
1729549974.680256,48,1000
1729549974.7962472,49,1000
1729549974.9116411,49,1000
1729549975.0296357,49,1000
1729549975.1446457,49,1000
1729549975.2556648,49,1000
1729549975.341666,49,1000
1729549975.4576774,49,1000
1729549975.5796826,49,1000
1729549975.6877058,45,999
1729549975.786683,45,999
1729549975.8926933,45,999
1729549976.0087044,45,999
1729549976.1367204,45,999
1729549976.2532003,45,999
1729549976.3535545,45,999
1729549976.470346,45,999
1729549976.5825322,45,999
1729549976.6976,43,998
1729549976.8276083,43,998
1729549976.9565954,43,998
1729549977.0666041,43,998
1729549977.1906145,43,998
1729549977.287635,43,998
1729549977.397665,43,998
1729549977.5176702,43,998
1729549977.6306956,43,998
1729549977.7416885,45,1000
1729549977.85669,45,1000
1729549977.9667168,45,1000
1729549978.1147568,45,1000
1729549978.302009,45,1000
1729549978.461044,45,1000
1729549978.5740497,45,1000
1729549978.6860335,45,1000
1729549978.8130686,46,1000
1729549978.9330919,46,1000
1729549979.0670831,46,1000
1729549979.189111,46,1000
1729549979.2990954,46,1000
1729549979.4181263,46,1000
1729549979.5311189,46,1000
1729549979.6731806,46,1000
1729549979.7891688,44,1000
1729549979.9021711,44,1000
1729549980.0151937,44,1000
1729549980.1342034,44,1000
1729549980.3102076,44,1000
1729549980.491211,44,1000
1729549980.637244,44,1000
1729549980.7742682,43,1000
1729549980.9023354,43,1000
1729549981.0363402,43,1000
1729549981.170575,43,1000
1729549981.3516037,43,1000
1729549981.5296226,43,1000
1729549981.7076302,43,999
1729549981.8886333,43,999
1729549982.0776563,43,999
1729549982.207689,43,999
1729549982.3197014,43,999
1729549982.4327238,43,999
1729549982.5477328,43,999
1729549982.667728,43,999
1729549982.7847543,47,1000
1729549982.8987885,47,1000
1729549983.0147932,47,1000
1729549983.1357844,47,1000
1729549983.2458456,47,1000
1729549983.3678687,47,1000
1729549983.478874,47,1000
1729549983.5938787,47,1000
1729549983.7138698,47,1000
1729549983.828905,47,1000
1729549983.914875,47,1000
1729549984.0369084,47,1000
1729549984.155912,47,1000
1729549984.236922,47,1000
1729549984.3479657,47,1000
1729549984.471963,47,1000
1729549984.5899768,47,1000
1729549984.7179759,48,1000
1729549984.8201165,48,1000
1729549984.939371,48,1000
1729549985.0833955,48,1000
1729549985.2714076,48,1000
1729549985.438436,48,1000
1729549985.568421,48,1000
1729549985.7564487,46,1000
1729549985.9374642,46,1000
1729549986.1184783,46,1000
1729549986.2594967,46,1000
1729549986.37053,46,1000
1729549986.5425298,46,1000
1729549986.7236128,42,999
1729549986.832594,42,999
1729549986.9190419,42,999
1729549987.0360518,42,999
1729549987.14706,42,999
1729549987.293073,42,999
1729549987.4320776,42,999
1729549987.5171077,42,999
1729549987.6251192,42,999
1729549987.735141,46,1000
1729549987.8141348,46,1000
1729549987.9281266,46,1000
1729549988.0401614,46,1000
1729549988.1551542,46,1000
1729549988.2671785,46,1000
1729549988.345156,46,1000
1729549988.4571602,46,1000
1729549988.5741653,46,1000
1729549988.6831796,46,1000
1729549988.794181,45,1000
1729549988.9052033,45,1000
1729549989.0342326,45,1000
1729549989.1802328,45,1000
1729549989.2922335,45,1000
1729549989.4092455,45,1000
1729549989.5242758,45,1000
1729549989.643261,45,1000
1729549989.7552948,49,1000
1729549989.8673139,49,1000
1729549989.9513006,49,1000
1729549990.0593107,49,1000
1729549990.1673143,49,1000
1729549990.2783396,49,1000
1729549990.4043214,49,1000
1729549990.5183253,49,1000
1729549990.6293528,49,1000
1729549990.7383394,45,1000
1729549990.8173368,45,1000
1729549990.9253511,45,1000
1729549991.0423641,45,1000
1729549991.152364,45,1000
1729549991.2663705,45,1000
1729549991.3633997,45,1000
1729549991.478421,45,1000
1729549991.6004152,45,1000
1729549991.7164285,48,1000
1729549991.8296156,48,1000
1729549991.9396083,48,1000
1729549992.041624,48,1000
1729549992.143627,48,1000
1729549992.2481337,48,1000
1729549992.353143,48,1000
1729549992.477157,48,1000
1729549992.606133,48,1000
1729549992.714172,46,999
1729549992.820151,46,999
1729549992.9371874,46,999
1729549993.0251656,46,999
1729549993.1311767,46,999
1729549993.236211,46,999
1729549993.3233142,46,999
1729549993.4343278,46,999
1729549993.5203578,46,999
1729549993.6323678,46,999
1729549993.7603588,49,1000
1729549993.8794026,49,1000
1729549993.9963918,49,1000
1729549994.1014128,49,1000
1729549994.1813927,49,1000
1729549994.2874286,49,1000
1729549994.403515,49,1000
1729549994.481502,49,1000
1729549994.5876358,49,1000
1729549994.701675,44,999
1729549994.7857122,44,999
1729549994.8927743,44,999
1729549995.0079224,44,999
1729549995.1189523,44,999
1729549995.2429461,44,999
1729549995.3639627,44,999
1729549995.4799728,44,999
1729549995.5869935,44,999
1729549995.7029955,48,1000
1729549995.8189936,48,1000
1729549995.931031,48,1000
1729549996.0340154,48,1000
1729549996.1370037,48,1000
1729549996.2160556,48,1000
1729549996.329052,48,1000
1729549996.449062,48,1000
1729549996.563076,48,1000
1729549996.6770961,48,1000
1729549996.7581239,46,1000
1729549996.8703806,46,1000
1729549996.9789128,46,1000
1729549997.0901234,46,1000
1729549997.2119155,46,1000
1729549997.289447,46,1000
1729549997.4057338,46,1000
1729549997.4976883,46,1000
1729549997.6056795,46,1000
1729549997.7157042,50,997
1729549997.8356872,50,997
1729549997.9447184,50,997
1729549998.0236964,50,997
1729549998.1367004,50,997
1729549998.21874,50,997
1729549998.3257632,50,997
1729549998.4377532,50,997
1729549998.543758,50,997
1729549998.6197443,50,997
1729549998.7428298,44,1000
1729549998.8348644,44,1000
1729549998.9478538,44,1000
1729549999.038871,44,1000
1729549999.1608834,44,1000
1729549999.277898,44,1000
1729549999.3898916,44,1000
1729549999.5519407,44,1000
1729549999.6649442,44,1000
1729549999.7789376,49,1000
1729549999.8859565,49,1000
1729550000.0169544,49,1000
1729550000.1299956,49,1000
1729550000.2649682,49,1000
1729550000.380979,49,1000
1729550000.4649813,49,1000
1729550000.5449877,49,1000
1729550000.6270034,49,1000
1729550000.7430375,45,1000
1729550000.8540273,45,1000
1729550000.9620566,45,1000
1729550001.0830426,45,1000
1729550001.1870546,45,1000
1729550001.3070836,45,1000
1729550001.421094,45,1000
1729550001.5310972,45,1000
1729550001.6451063,45,1000
1729550001.7711005,46,1000
1729550001.8771355,46,1000
1729550002.0251236,46,1000
1729550002.19026,46,1000
1729550002.303179,46,1000
1729550002.4112115,46,1000
1729550002.5352097,46,1000
1729550002.6452353,46,1000
1729550002.7612457,46,1000
1729550002.8682559,46,1000
1729550002.9752848,46,1000
1729550003.08427,46,1000
1729550003.1872668,46,1000
1729550003.2973285,46,1000
1729550003.406316,46,1000
1729550003.5102873,46,1000
1729550003.589324,46,1000
1729550003.697333,48,1000
1729550003.8133228,48,1000
1729550003.9213576,48,1000
